,cust_no,Recency,Frequency,Monetary
77679,0xb2d2d6ab,162,265.0,16846.02
77681,0x3b9b43f3,644,114.0,36923.97
77682,0xb2d85ce3,135,3.0,3694.1666666666665
77684,0xb2d46575,266,2.0,45430.94142857142
77688,0xb2d34740,578,94.0,149975.94999999998
77689,0xb2d68301,199,5.0,440392.8833333333
77694,0xb2d160aa,555,33.0,743904.8809999999
77696,0xb2d8a507,125,5.0,166676.34666666665
77697,0xb2d2284e,166,26.0,63825.236
77698,0xb2d5f049,284,2.0,9385.103333333334
77705,0xb2d1aab4,642,1.0,402784.9916666666
77706,0xb2d3608a,472,6.0,11.553333333333336
77708,0xb2d573bd,221,4.0,343775.22
77709,0xb2d682f2,94,1.0,1232891.148
77713,0xb2d2798a,489,238.0,91952.40444444444
77716,0xb2d27ef1,385,7.0,261321.9653846154
77718,0xb2d37fe0,201,4.0,101775.69166666668
77719,0xb2d1feb7,589,20.0,5462.486666666667
77721,0xb2d57dc5,281,2.0,987106.4655555557
77722,0xb2d617af,271,11.0,1107187.7255555552
77724,0xb2d6282f,275,11.0,2402.38
77727,0xb2d37839,156,5.0,60098.76166666666
77730,0xb2d33402,487,4.0,4601903.803333334
77731,0xb2d3814e,92,30.0,1136745.82
77733,0xb2d38bb0,439,11.0,58488.32777777778
77734,0xb2d1d66d,576,35.0,11812.133333333331
77735,0xb2d1d9f1,512,2.0,139933.332
77737,0xb2d4b6fc,104,24.0,10000.0
77738,0xb2d5e5f3,277,3.0,138062.2888888889
77741,0xb2d5c35b,302,11.0,142767.35142857145
77744,0xb2d45ac5,432,5.0,3299748.12
77748,0xb2d587dc,290,3.0,63335.42444444445
77751,0xb2d1e330,195,8.0,78349.32833333334
77754,0x3b9b2e69,615,2.0,1427.3966666666668
77756,0xb2d30c45,92,1.0,1581008.4400000002
77757,0xb2d4a334,569,20.0,104610.56888888888
77761,0xb2d390a2,465,7.0,51.56
77765,0xb2d4cf2c,550,2.0,185405.75833333333
77766,0xb2d3e9c7,413,3.0,179023.4522222222
77767,0xb2d2ac12,352,115.0,14126.18
77769,0xb2d0fd17,416,6.0,11639.343333333332
77771,0xb2d5e743,111,6.0,94028.35571428572
77772,0xb2d68922,195,5.0,883.0866666666667
77774,0xb2d1e92a,397,3.0,28311.59
77775,0xb2d6af2c,206,3.0,100000.255
77777,0xb2d1b5a9,113,3.0,498897.3483333334
77779,0xb2d68ab1,272,8.0,301517.345
77782,0xb2d51a08,280,6.0,352082.9266666667
77784,0xb2d08cee,540,7.0,241196.52
77789,0xb2d3bee9,417,18.0,818072.248
77791,0xb2d1f6c2,585,3.0,221010.46833333332
77792,0xb2d41517,282,287.0,4706.88
77793,0xb2d62475,215,4.0,600644.2033333334
77796,0xb2d286a7,112,14.0,36919.513333333336
77798,0xb2d257f7,314,11.0,2002156.3933333333
77799,0xb2d55a43,196,5.0,64864.52
77804,0xb2d68361,299,1.0,52178.16666666666
77805,0xb2d1c752,377,1.0,70005.03333333334
77807,0xb2d1a466,535,1.0,53324.58454545455
77815,0xb2d8337f,168,1.0,60021.105
77816,0xb2d4f125,389,7.0,278659.28
77818,0xb2d4b63c,573,12.0,703379.1983333334
77820,0x3b9af203,521,28.0,307961.62166666664
77822,0xb2d3d413,171,2.0,25170.49166666667
77824,0xb2d2399d,395,3.0,698171.8933333334
77825,0xb2d55ed2,307,1.0,40675.09
77829,0xb2d1535a,643,6.0,4010.3133333333335
77837,0xb2d33a26,401,10.0,1301766.885
77841,0xb2d10deb,473,6.0,2589194.8666666667
77843,0xb2d71898,95,4.0,15870.503333333332
77846,0xb2d41dab,94,1.0,1102515.2616666667
77850,0xb2d6408c,261,10.0,45866.293333333335
77851,0xb2d12279,512,52.0,64868.365
77854,0xb2d5cd03,367,1.0,1733341.28
77855,0xb2d2981d,315,5.0,24133.7875
77857,0xb2d51e7f,331,28.0,2315.714
77861,0xb2d6d194,133,29.0,321839.475
77862,0xb2d628b3,199,4.0,23551.1425
77865,0xb2d6c237,127,5.0,50686.386666666665
77867,0xb2d63c24,131,7.0,23913.7575
77868,0xb2d2aa9e,312,12.0,266343.4583333333
77871,0xb2d29e47,173,45.0,148731.31666666668
77872,0xb2d5e18e,216,2.0,3.083333333333333
77874,0xb2d8fa75,96,3.0,304203.2233333333
77875,0xb2d20aae,482,129.0,127756.66833333332
77876,0xb2d5e695,302,6.0,140020.10333333336
77877,0xb2d6b400,190,6.0,404019.96
77878,0xb2d5b2ab,388,6.0,123207.925
77879,0xb2d2ef32,250,4.0,27566.2825
77880,0xb2d44d42,151,1.0,8012.966666666667
77884,0xb2d2e2cf,457,3.0,1009962.4916666666
77890,0xb2d680f7,237,12.0,85156.44428571429
77892,0xb2d36e3a,296,6.0,96975.024
77893,0xb2d207cf,185,3.0,245007.95000000004
77895,0xb2d4ec33,517,13.0,0.5766666666666667
77899,0xb2d1957b,476,59.0,793346.6699999999
77901,0xb2d705cc,95,10.0,6675.836666666667
77902,0xb2d3435f,314,104.0,2753.6966666666667
77903,0xb2d22bb7,565,6.0,26320.346666666668
77904,0xb2d0da4f,306,121.0,489254.07666666666
77907,0xb2d5e896,265,3.0,206562.34666666668
77908,0xb2d551a0,488,5.0,73864.16166666667
77909,0xb2d422e2,290,3.0,169043.98444444442
77912,0xb2d5ed7f,407,1.0,11819.794
77913,0xb2d65814,161,3.0,63400.875
77917,0xb2d5a729,116,9.0,270303.69166666665
77919,0xb2d57ab3,465,3.0,8125.443333333334
77926,0xb2d6ee89,216,1.0,54002.28333333333
77927,0xb2d3aeb1,528,5.0,80856.54166666666
77928,0xb2d3f459,332,12.0,302769.79866666667
77934,0xb2d34362,483,23.0,13099.273333333333
77935,0xb2d8ed70,153,7.0,40009.738333333335
77936,0xb2d13947,652,2.0,226611.0766666667
77940,0xb2d2cb5c,271,3.0,82840.22833333335
77942,0xb2d3fae9,304,13.0,2132593.5766666667
77945,0xb2d61542,312,130.0,8378.04125
77946,0xb2d5366d,357,3.0,512654.7216666666
77948,0xb2d0fb9d,605,5.0,201979.32
77950,0xb2d57b82,451,11.0,5232.153333333333
77952,0xb2d24dfb,151,2.0,778051.0033333333
77955,0xb2d12d23,296,6.0,592888.9366666666
77956,0xb2d50778,534,129.0,2216.686666666667
77957,0xb2d5a13e,230,13.0,30038.628333333338
77959,0xb2d1916a,148,19.0,21746.949
77962,0xb2d5bd91,174,1.0,551265.6183333334
77963,0xb2d5a0f0,229,2.0,140743.155
77965,0xb2d1a385,502,2.0,423048.3483333333
77969,0xb2d3a82d,125,12.0,123697.7875
77971,0xb2d1f50c,530,50.0,358987.97
77972,0xb2d311a0,617,29.0,113394.62333333334
77973,0xb2d79002,152,4.0,152516.84833333333
77975,0xb2d1b5b8,168,2.0,102102.58
77977,0xb2d6e87a,124,6.0,14486.15
77978,0xb2d3239a,152,3.0,138498.32499999998
77979,0xb2d36e85,581,3.0,957515.0316666666
77980,0xb2d1fc77,141,3.0,190010.15666666665
77982,0xb2d41b9b,585,3.0,31.71666666666667
77983,0xb2d5eb33,237,2.0,25016.02833333334
77984,0xb2d4d0dc,180,18.0,50008.21
77989,0xb2d09fde,322,201.0,1490937.8433333333
77990,0xb2d16647,236,5.0,90238.51333333332
77994,0xb2d2f232,515,192.0,74018.28833333334
77995,0x3b9b2d43,296,11.0,50373.86166666666
77996,0x3b9af1a0,266,57.0,16734.171666666665
77997,0xb2d43545,306,3.0,2251093.4716666667
77999,0xb2d29f22,554,13.0,84458.91666666667
78001,0xb2d2b29f,227,3.0,785925.9116666666
78005,0xb2d5f058,160,33.0,74609.51166666667
78008,0xb2d397ef,592,25.0,334053.34
78011,0xb2d538c5,489,1.0,8000.251999999999
78014,0xb2d5f1f9,286,2.0,1.32
78016,0xb2d78957,172,19.0,1150.8233333333335
78018,0xb2d5d0b1,119,1.0,6224.18
78019,0xb2d2fb59,365,31.0,331952.49
78020,0xb2d0fcc0,152,11.0,15317.52
78021,0xb2d309f6,582,7.0,32794.93
78024,0xb2d2ac60,491,12.0,8668.07
78028,0xb2d3eb65,191,2.0,75877.565
78029,0xb2d10eab,435,3.0,115670.53500000002
78032,0xb2d629f7,317,5.0,109793.34888888888
78034,0xb2d2c190,581,6.0,97540.57
78037,0xb2d0f47a,176,24.0,29.146666666666665
78039,0xb2d5bce6,378,6.0,83448.47624999999
78043,0xb2d78c8a,140,2.0,27391.13666666667
78045,0xb2d2b6b3,134,3.0,100000.52666666669
78048,0xb2d22305,279,3.0,1219938.4366666663
78057,0xb2d119df,445,3.0,63905.32833333333
78058,0xb2d3b5e6,618,11.0,46757.86888888889
78061,0xb2d31b9c,375,4.0,511049.6966666667
78062,0xb2d5df75,134,18.0,232682.9188888889
78063,0xb2d41547,380,18.0,268188.9944444445
78068,0xb2d3c624,308,29.0,279975.69
78069,0xb2d4faa0,162,57.0,2838.396666666667
78071,0xb2d3008d,238,2.0,80736.58499999999
78072,0xb2d34461,444,16.0,11618.44
78074,0xb2d4466d,520,4.0,35511.74
78076,0xb2d253a4,1005,1.0,3200.5066666666667
78080,0xb2d39951,582,5.0,16068.18166666667
78081,0xb2d60a26,312,15.0,3338.393333333334
78083,0x3b9ad78a,554,47.0,1615300.5166666666
78086,0xb2d146af,234,4.0,91005.31666666668
78089,0xb2d500f7,137,2.0,160002.08555555553
78091,0x3b9b3b11,256,33.0,443117.12333333335
78093,0xb2d6bf37,157,6.0,26001.823333333334
78095,0xb2d0b4cf,602,3.0,25889.40111111111
78096,0xb2d5aca8,265,5.0,123273.76833333333
78097,0xb2d600d5,247,41.0,131534.75333333333
78100,0xb2d2ee09,344,5.0,433347.705
78101,0xb2d07296,200,126.0,15046.82818181818
78104,0xb2d657ff,221,3.0,35984.805
78108,0xb2d40ad0,191,26.0,1383.2133333333334
78110,0xb2d32835,397,3.0,2415984.978333333
78114,0xb2d6e7ae,184,3.0,5119.296666666667
78121,0xb2d59a54,100,3.0,51174.43166666666
78123,0xb2d6d40d,160,19.0,93149.09
78125,0xb2d4372e,501,5.0,94151.36
78126,0xb2d69e19,161,3.0,38053.34
78127,0xb2d33084,622,103.0,340097.87666666665
78128,0xb2d649d1,105,8.0,1430046.5528571426
78133,0xb2d6ddee,172,1.0,3669.3466666666654
78135,0xb2d6a2e7,201,5.0,115477.35583333332
78138,0xb2d0694e,594,214.0,155230.92125
78140,0xb2d69d95,235,1.0,11849.516666666665
78142,0xb2d6877b,304,7.0,71753.52555555555
78143,0xb2d68e2f,184,16.0,411.8833333333334
78145,0xb2d06918,549,9.0,539064.6966666667
78146,0xb2d24336,554,3.0,1161882.3199999998
78150,0xb2d30795,362,24.0,101197.34333333334
78153,0xb2d364d7,509,4.0,315625.93666666665
78156,0xb2d17139,213,11.0,166754.525
78158,0xb2d628d1,193,7.0,210647.92
78159,0xb2d0d8e7,337,40.0,24522.291666666668
78160,0xb2d5520c,333,5.0,29331.625
78162,0xb2d57ea6,127,3.0,75053.18000000001
78163,0xb2d15720,565,61.0,1036782.22
78166,0xb2d0e86e,499,7.0,20187.465
78169,0xb2d2f7db,428,3.0,825828.2066666667
78170,0xb2d691bc,276,5.0,150031.30333333332
78173,0xb2d78702,139,36.0,169265.8111111111
78175,0xb2d655da,269,19.0,51918.62
78177,0xb2d20fcd,318,3.0,9816.553333333335
78178,0xb2d37d13,473,5.0,1683.6133333333337
78180,0xb2d37cd4,658,3.0,5430.1866666666665
78186,0xb2d1b81f,653,2.0,41864.234
78189,0xb2d41964,100,3.0,337073.41833333333
78190,0xb2d09c9c,470,2.0,2814.5
78192,0xb2d5ac4b,399,13.0,5918.366666666666
78193,0xb2d488ac,396,6.0,3549109.6316666664
78194,0xb2d60000,247,3.0,100142.65666666666
78195,0x3b9b1804,375,24.0,211922.5925
78197,0xb2d2b440,245,4.0,833689.6683333333
78198,0xb2d0c444,200,259.0,2539.9066666666668
78199,0x3b9b17f5,516,97.0,569788.4866666667
78201,0xb2d32994,503,35.0,76332.8775
78203,0xb2d59f52,168,6.0,137447.3322222222
78204,0xb2d17e9e,559,19.0,178657.55166666667
78205,0xb2d1c758,561,2.0,653137.7133333334
78207,0xb2d4ac0d,228,5.0,210207.90666666665
78210,0xb2d6c6c3,119,209.0,10656.266666666666
78214,0xb2d2bc9e,587,14.0,395941.045
78215,0xb2d2506e,241,21.0,197608.53666666665
78216,0xb2d06d4a,581,11.0,15148.435
78217,0xb2d47463,250,4.0,25697.54333333333
78218,0xb2d504cf,179,13.0,135253.42166666666
78219,0xb2d40c71,153,3.0,70980.76333333334
78221,0xb2d58fdd,162,21.0,145885.32444444444
78225,0xb2d3f6db,445,3.0,25715.381666666668
78227,0xb2d2b4a3,467,254.0,81980.72571428571
78228,0xb2d646ce,148,3.0,77468.85333333333
78229,0xb2d61344,238,10.0,25570.255
78230,0xb2d2a627,980,1.0,1.0666666666666669
78231,0xb2d16e96,504,8.0,192518.6542857143
78232,0xb2d6dbcc,143,3.0,3980118.4966666666
78235,0xb2d181d4,404,3.0,20000.342
78237,0xb2d2b7bb,668,47.0,29706.693333333333
78238,0xb2d21705,584,3.0,2152321.3716666666
78239,0xb2d17fb8,365,2.0,6501281.388333333
78240,0xb2d3fbe5,655,26.0,28584.098
78241,0xb2d48b55,205,8.0,422518.9175
78243,0xb2d63774,172,3.0,173338.5911111111
78244,0xb2d3fe01,152,34.0,129286.17375
78245,0xb2d2c715,499,1.0,852.9466666666667
78247,0xb2d084a2,604,3.0,37706.07833333333
78249,0xb2d3e52c,378,17.0,740043.1216666666
78250,0xb2d202f2,219,16.0,585.3533333333334
78252,0xb2d58dd9,321,23.0,215408.65928571424
78257,0xb2d43644,296,7.0,198091.6488888889
78258,0x3b9b0e26,492,12.0,205603.51
78261,0xb2d37c89,414,3.0,1901.7200000000005
78264,0xb2d40f95,302,3.0,291739.56
78265,0xb2d32904,581,3.0,900363.33
78267,0xb2d4f992,176,19.0,4915278.12
78268,0xb2d0b4cc,645,101.0,125362.87666666666
78272,0xb2d459ea,132,27.0,6240.266666666667
78273,0xb2d213a2,580,3.0,900629.3516666666
78274,0xb2d6bb5f,179,174.0,5803.826666666668
78275,0xb2d3c58b,228,6.0,105901.05166666664
78278,0xb2d53b20,307,10.0,64802.456666666665
78280,0xb2d33810,104,39.0,100.75666666666666
78281,0xb2d26a06,614,10.0,8405.373333333335
78283,0xb2d69513,165,9.0,894.7750000000001
78284,0xb2d0cfa2,155,21.0,111486.555
78285,0xb2d4f17f,409,6.0,43357.78666666666
78286,0xb2d196aa,276,4.0,85720.43285714286
78288,0xb2d0b916,448,14.0,301940.0266666667
78294,0xb2d27c75,317,15.0,135235.55000000002
78295,0xb2d2a711,272,13.0,1556692.0699999998
78296,0xb2d45954,246,3.0,1845906.0033333327
78300,0xb2d6b598,215,33.0,2531.473333333334
78303,0xb2d69360,138,105.0,334.11333333333334
78304,0xb2d42e8e,281,3.0,6343.823333333333
78306,0xb2d114f9,276,15.0,535929.4344444445
78307,0xb2d588f9,241,1.0,0.8166666666666668
78308,0xb2d1c944,244,12.0,611392.0044444444
78313,0xb2d57e4c,426,5.0,300355.21
78315,0xb2d16e48,522,331.0,93391.98374999998
78317,0xb2d59aa8,314,10.0,25895.04
78318,0xb2d4ea29,187,6.0,125024.56666666668
78320,0x3b9b2a4c,427,3.0,745903.3433333334
78321,0xb2d2e248,399,7.0,119566.37666666666
78322,0xb2d60594,288,61.0,227791.19333333333
78323,0xb2d1fac1,433,4.0,167947.15666666668
78324,0xb2d25cd7,134,49.0,52159.148
78326,0xb2d2764b,487,3.0,162186.65333333332
78328,0xb2d331ef,380,1.0,66676.93833333334
78330,0xb2d1209f,408,12.0,192262.53
78333,0xb2d588c0,192,25.0,2074.5133333333333
78334,0xb2d2f0c1,457,3.0,824426.0083333333
78336,0xb2d5a57c,146,15.0,9508.866666666669
78337,0xb2d8d5ac,148,30.0,7614.9875
78338,0xb2d167b5,147,2.0,58796.17166666667
78339,0xb2d33b97,453,7.0,60116.31714285714
78340,0xb2d26a2a,690,6.0,5000106.415
78342,0xb2d4ff32,204,9.0,75000.9
78343,0xb2d07ecf,128,3.0,594000.0
78344,0xb2d1e0ff,700,1.0,32094.24
78346,0xb2d5db70,206,2.0,345002.4275
78349,0xb2d4dbe9,309,3.0,1935085.6783333332
78350,0xb2d5c082,322,5.0,134607.81333333332
78352,0xb2d18885,180,35.0,206384.69875
78354,0xb2d1e324,562,9.0,126278.98333333334
78356,0xb2d0cc27,159,9.0,116072.95166666666
78362,0x3b9aee2e,383,6.0,28978394.721666664
78364,0xb2d6b5aa,178,586.0,5090.616666666666
78365,0xb2d7a8d7,187,3.0,250307.40666666665
78367,0xb2d16d0d,661,13.0,230015.82
78369,0xb2d37cbc,501,1.0,15.79
78371,0xb2d06774,302,196.0,8624.068333333333
78372,0xb2d0dc68,644,92.0,5939.16
78373,0xb2d3d380,280,2.0,340546.63333333336
78374,0xb2d5fd57,398,7.0,200128.805
78375,0xb2d62b8f,996,2.0,13333.403333333334
78377,0xb2d42270,600,7.0,223370.46222222224
78379,0xb2d62d4e,227,52.0,1633.0633333333335
78380,0xb2d14235,171,13.0,935548.6922222222
78381,0xb2d66558,239,3.0,80518.69333333333
78383,0xb2d255b4,299,11.0,200597.9808333333
78384,0xb2d56367,332,35.0,7803.343333333333
78385,0xb2d48fae,441,9.0,35199.07666666667
78388,0xb2d132fc,350,7.0,500014.635
78390,0xb2d179a6,422,3.0,50474.22222222222
78391,0xb2d3fb4c,513,6.0,207001.72285714283
78392,0xb2d6477f,163,19.0,197951.2555555556
78394,0xb2d8fb5f,141,7.0,1600002.623333333
78400,0xb2d2b5d5,143,166.0,2366.74
78401,0xb2d26d09,339,1.0,1003555.6933333334
78402,0xb2d87b61,183,3.0,135711.60777777777
78404,0xb2d1c7f7,316,4.0,244763.48000000004
78405,0xb2d6983a,274,3.0,11706.245000000004
78407,0xb2d2844c,378,36.0,2356.8566666666666
78409,0xb2d4b6a8,481,12.0,31668.62166666667
78413,0xb2d78807,158,2.0,375444.1275
78417,0xb2d44943,306,3.0,496016.305
78418,0xb2d6db1e,218,3.0,68333.2688888889
78423,0xb2d6e490,233,213.0,8652.923333333332
78426,0xb2d4282b,410,3.0,950173.6466666666
78427,0xb2d0eaf9,284,2.0,210002.69
78429,0xb2d200c4,481,9.0,339336.2625
78430,0xb2d5d162,281,122.0,1803.9433333333332
78431,0xb2d65754,178,31.0,125002.43
78435,0xb2d60abf,330,43.0,6910.156666666667
78436,0xb2d1e096,673,3.0,71797.16
78437,0xb2d192ff,520,3.0,169624.18777777778
78438,0xb2d385cb,111,105.0,1216.2766666666666
78439,0xb2d53151,260,149.0,304.4833333333333
78443,0xb2d407f1,389,9.0,3.11
78444,0xb2d6b952,160,15.0,2109.2166666666667
78449,0xb2d1e774,573,11.0,235248.42500000005
78454,0xb2d6ce49,107,51.0,982403.9133333334
78456,0xb2d2110e,309,148.0,3406.272
78463,0xb2d2248b,134,3.0,43205.27333333333
78467,0xb2d37e33,338,123.0,442897.2533333333
78472,0xb2d0832b,411,1.0,90024.00166666666
78473,0xb2d1a77b,323,9.0,10716.383333333331
78475,0xb2d42330,305,3.0,2498255.935
78476,0xb2d37668,285,20.0,808.8733333333333
78477,0xb2d5e54e,273,7.0,149412.59833333333
78480,0xb2d1f404,161,4.0,1667079.7266666668
78483,0xb2d6c6f3,253,17.0,175836.76
78484,0xb2d43518,144,29.0,1205944.653333333
78486,0xb2d5e44f,281,5.0,388910.57833333337
78489,0xb2d45ec1,273,156.0,425.5433333333333
78490,0xb2d5d966,191,3.0,16913.653333333332
78491,0xb2d39579,459,33.0,5058.8966666666665
78495,0xb2d6c3e4,107,3.0,30527.798333333336
78496,0xb2d2a552,536,9.0,225002.375
78497,0xb2d5fc28,1036,2.0,30000.0
78501,0xb2d5e42b,352,82.0,2023.6566666666663
78502,0xb2d21630,161,30.0,1325.9799999999998
78503,0xb2d7856d,153,2.0,175225.3566666667
78510,0xb2d34779,207,7.0,94460.9725
78511,0xb2d2ad9e,488,13.0,1116936.6
78512,0xb2d33c0f,567,2.0,10019060.246666666
78514,0xb2d285bd,458,3.0,507871.2
78515,0xb2d10836,611,9.0,226738.545
78517,0xb2d3c171,426,3.0,1202710.2266666668
78518,0xb2d6d023,241,12.0,255000.0
78519,0xb2d4f740,213,7.0,200309.66666666663
78520,0xb2d5ad53,408,4.0,87060.335
78523,0xb2d3ff63,305,9.0,3440211.74
78524,0xb2d565a7,255,9.0,275406.9966666667
78526,0xb2d4047c,486,3.0,313354.6983333333
78527,0xb2d422d0,154,228.0,2081.7233333333334
78528,0xb2d6add3,121,2.0,5637.596666666667
78537,0xb2d212c4,665,49.0,80246.27399999999
78538,0xb2d270de,641,175.0,2986.5366666666664
78544,0xb2d5ada7,393,6.0,15443.216666666667
78546,0xb2d2afd2,186,5.0,1891834.626
78547,0xb2d0a9bc,466,27.0,119461.36583333334
78548,0xb2d2a894,163,29.0,3906.5933333333337
78552,0xb2d1cd8e,452,1.0,2457.6333333333337
78553,0xb2d5aaa1,245,9.0,283795.6766666667
78554,0xb2d69480,93,98.0,1293.4466666666667
78555,0xb2d443bb,386,16.0,1260.8133333333333
78556,0xb2d44511,386,5.0,61391.89583333332
78557,0xb2d3e859,315,17.0,375034.06833333336
78558,0xb2d6b475,191,2.0,100355.79
78560,0xb2d3536a,356,120.0,43181.79666666667
78562,0xb2d5906d,179,2.0,150214.38833333334
78565,0xb2d21ba9,274,6.0,220161.44166666668
78567,0xb2d5cf9a,401,57.0,1384.6733333333334
78568,0xb2d080f7,529,4.0,250006.3583333333
78570,0x3b9b18df,414,19.0,3825.0866666666666
78571,0xb2d42b4c,297,12.0,95696.96666666667
78574,0xb2d26856,106,8.0,133788.675
78575,0xb2d30fc3,682,8.0,123836.43374999998
78579,0xb2d5dd26,283,6.0,155964.1416666667
78581,0xb2d5d282,258,60.0,2685.3833333333337
78583,0xb2d3567c,627,3.0,590425.9611111111
78585,0xb2d8d876,153,3.0,67617.34444444443
78587,0xb2d2e75e,401,30.0,417005.546
78588,0xb2d17124,603,25.0,246593.69666666663
78590,0xb2d8c85f,91,3.0,20317.06333333333
78591,0xb2d78936,153,17.0,333366.7466666667
78594,0xb2d64ef0,328,13.0,90271.22888888889
78596,0xb2d3b847,596,3.0,425486.8316666666
78599,0xb2d675d2,146,1.0,117199.31555555554
78600,0xb2d5c81a,427,21.0,50000.0
78602,0xb2d23736,383,9.0,72834.54
78604,0xb2d10b0c,323,11.0,475015.5433333333
78605,0xb2d5b28a,351,6.0,87722.29266666666
78609,0xb2d68fe8,262,16.0,14018.28
78611,0xb2d473a6,557,9.0,154372.46285714288
78612,0xb2d1047f,249,19.0,127378.20777777776
78613,0xb2d1a0b2,516,14.0,110692.98
78616,0xb2d835fb,173,59.0,2799.5466666666666
78617,0xb2d25aaf,142,2.0,100363.77166666668
78618,0xb2d0a44f,602,7.0,25001.751666666667
78619,0xb2d41058,401,8.0,131570.4
78621,0xb2d4d0fd,252,8.0,3120.5066666666667
78623,0xb2d43a31,279,6.0,1082443.7766666666
78625,0xb2d8e4f1,147,14.0,269523.9166666667
78626,0xb2d59661,329,36.0,992944.4277777778
78629,0xb2d5a009,365,1.0,3150000.0
78631,0xb2d4e8f1,525,5.0,675239.1844444445
78635,0xb2d0fd41,443,3.0,90238.74
78637,0xb2d51cea,509,1.0,166974.05666666667
78640,0xb2d3a110,188,3.0,83335.57666666668
78642,0xb2d60600,281,4.0,5008.14
78643,0xb2d45492,202,1.0,26061.801666666663
78646,0xb2d2bebd,371,4.0,81655.61249999999
78648,0xb2d6f8a6,214,3.0,139893.96666666665
78652,0xb2d0c57f,244,33.0,486700.0
78657,0xb2d2c33a,263,13.0,79234.65222222223
78662,0xb2d5eede,247,2.0,0.9366666666666664
78665,0xb2d06e67,143,8.0,97304.702
78668,0xb2d5893e,192,23.0,1049.996666666667
78669,0xb2d1fa37,160,3.0,1580664.725
78671,0xb2d32775,470,26.0,13462.0
78675,0xb2d55a85,149,24.0,180034.81800000003
78676,0xb2d29ee9,166,3.0,325008.27166666667
78678,0xb2d6362a,960,2.0,255620.5433333333
78679,0xb2d197c1,496,1.0,138818.05750000002
78681,0xb2d60c9f,281,5.0,30105.391666666663
78683,0xb2d46e00,312,6.0,12301.812
78684,0x3b9b187f,622,17.0,189442.39666666664
78685,0xb2d23bb9,570,9.0,185779.7422222222
78686,0xb2d23b80,463,24.0,435457.22300000006
78687,0xb2d6f579,98,11.0,25.566666666666663
78690,0xb2d1acc7,501,16.0,572750.6916666668
78691,0xb2d4f941,155,3.0,3500007.1616666666
78692,0xb2d6b6ca,121,3.0,6003.94
78699,0xb2d1db2f,634,6.0,70001.45
78700,0xb2d0d3a7,438,58.0,1189000.2277777777
78702,0xb2d5faf0,320,6.0,702723.0519999999
78710,0xb2d5dbb8,175,3.0,200007.69555555555
78711,0xb2d631c8,276,13.0,8394.456666666667
78717,0xb2d4e24f,206,7.0,388684.7975
78718,0xb2d39651,724,21.0,3088.2666666666664
78719,0xb2d671e8,164,64.0,188.72000000000003
78720,0xb2d78efa,97,2.0,807969.4116666667
78721,0xb2d36e8b,551,2.0,111670.89499999996
78722,0xb2d2eac7,499,3.0,80959.21166666667
78723,0xb2d65997,1031,2.0,120146.32600000004
78724,0xb2d226ef,627,4.0,88041.39
78728,0x3b9af1eb,183,106.0,22547.057142857146
78731,0xb2d10d5e,444,4.0,55211.45833333332
78733,0xb2d0edc9,419,19.0,67127.72888888889
78734,0xb2d190f5,473,20.0,172633.51
78738,0xb2d6e322,165,13.0,26889.27666666667
78741,0xb2d3bda2,240,10.0,273349.0633333333
78744,0xb2d5d306,151,24.0,5718.446666666667
78746,0xb2d5b9fe,394,11.0,16283.966666666664
78747,0xb2d1fa6a,181,5.0,399355.3757142857
78748,0xb2d3b457,494,3.0,25507.045
78749,0xb2d160cb,332,16.0,55199.82444444445
78750,0xb2d1b261,163,12.0,72866.44571428571
78752,0xb2d6375f,256,6.0,101695.88583333332
78755,0xb2d2dbe8,549,7.0,357958.9583333333
78756,0xb2d68abd,96,5.0,239631.50166666665
78758,0xb2d68499,132,86.0,1734.88
78759,0xb2d50f70,191,2.0,100005.84
78760,0xb2d699ff,230,8.0,152932.34222222224
78762,0xb2d43a49,327,100.0,25128.176666666663
78764,0xb2d2a02a,249,6.0,159637.6441666667
78765,0xb2d1776f,274,104.0,1950054.135
78766,0xb2d250d7,683,11.0,148069.81
78767,0xb2d59820,436,10.0,80020.518
78768,0xb2d23751,265,3.0,743839.9666666664
78771,0xb2d6c4f8,124,3.0,27270.416666666668
78772,0xb2d1c02c,483,5.0,31789.44666666667
78773,0xb2d5ec92,158,37.0,2476.2566666666667
78774,0xb2d5893b,293,23.0,946.0366666666664
78780,0xb2d5c5cb,164,3.0,280001.5511111111
78782,0xb2d56afc,106,3.0,217858.5575
78783,0x3b9adf37,477,3.0,4338.233333333333
78784,0xb2d5703c,347,45.0,350014.4566666667
78786,0xb2d60174,240,10.0,61596.662500000006
78788,0xb2d5ae5b,206,6.0,162668.4
78789,0xb2d7184a,157,3.0,20636.52666666667
78792,0xb2d58173,267,9.0,98834.34333333332
78794,0xb2d427a1,243,3.0,3515890.9966666666
78796,0xb2d3d3ce,169,3.0,360011.0655555555
78799,0xb2d1ac79,596,1.0,236933.38333333336
78800,0xb2d37c8c,598,3.0,128.69333333333336
78802,0xb2d5c88f,408,21.0,3521.88
78803,0xb2d50b23,166,91.0,14395.406666666668
78804,0xb2d239fd,173,22.0,701667.7871428572
78807,0xb2d55bed,444,5.0,7473.093333333333
78808,0xb2d5de70,414,4.0,255580.10444444444
